capital,leverage,adverse_bps_per_side,direction,variant,ending_equity,net_profit,return_pct,annualized_pct,max_5min_close_drawdown_pct,trades,win_rate_pct,profit_factor,expectancy_dollars,months,positive_months,months_at_least_1000,months_at_least_2000,worst_month,best_month,average_month,large_participation_trades,ambiguous_entry_bar_stops
15000,1,5.0,long_only,base,9235.891146334836,-5764.108853665164,-38.427392357767765,-25.34496932599959,38.427392357767765,5272,6.885432473444614,0.12471598879902678,-1.0933438645040148,20,0,0,0,-508.3483071076207,-58.275388101832505,-288.2054426832582,0,3633
15000,1,5.0,long_only,top20_rvol,9443.56869107345,-5556.431308926551,-37.04287539284367,-24.33765874436076,37.04287539284367,2081,5.5261893320518976,0.2069780786165953,-2.6700775151016547,20,0,0,0,-404.6533761772407,-53.48743637944608,-277.82156544632755,0,1611
15000,4,0.0,both_hypothetical_borrow,base,1663.2101906786643,-13336.789809321335,-88.91193206214224,-73.4348124107773,88.91193206214224,11908,10.178031575411488,0.31958435336174734,-1.1199857078704516,20,0,0,0,-1456.6814509348096,-168.0723592857139,-666.8394904660666,0,7022
15000,4,0.0,both_hypothetical_borrow,top20_rvol,2969.0373127159437,-12030.962687284056,-80.20641791522705,-62.329686542659225,80.22543268434272,4212,8.475783475783476,0.4458125067791065,-2.856353914359938,20,0,0,0,-1466.4698296103816,-38.8964778571426,-601.5481343642028,0,2948
15000,4,0.0,long_only,base,5746.588944208918,-9253.411055791083,-61.689407038607214,-43.913699239222936,61.689407038607214,7608,11.198738170347003,0.38918415627460523,-1.2162737980797957,20,1,0,0,-916.8344503722565,2.056942857141621,-462.6705527895541,0,4394
15000,4,0.0,long_only,top20_rvol,6462.053910136648,-8537.946089863352,-56.919640599089014,-39.80342020572167,56.919640599089014,2164,8.641404805914972,0.4065014956055539,-3.945446437090274,20,2,0,0,-870.7185263542797,16.80686928571413,-426.89730449316755,0,1488
15000,4,2.5,both_hypothetical_borrow,base,1229.2302066046345,-13770.769793395366,-91.8051319559691,-77.8605411613772,91.8051319559691,10563,8.340433588942535,0.2351767437256562,-1.3036798062477866,20,0,0,0,-1845.354717528382,-106.07565965469303,-688.5384896697681,0,6869
15000,4,2.5,both_hypothetical_borrow,top20_rvol,1585.956367058467,-13414.043632941533,-89.42695755294355,-74.18553646268971,89.42695755294355,4083,6.83321087435709,0.31553403982597306,-3.285340101136796,20,0,0,0,-1619.1464915319757,-141.93985988831173,-670.7021816470766,0,3043
15000,4,2.5,long_only,base,4302.477121573559,-10697.52287842644,-71.3168191895096,-52.8914616975601,71.3168191895096,7293,9.145756204579735,0.2712073367603404,-1.4668206332684008,20,0,0,0,-1062.2521194401652,-76.72455636112318,-534.876143921322,0,4703
15000,4,2.5,long_only,top20_rvol,4842.956559701391,-10157.04344029861,-67.71362293532405,-49.408825710419144,67.71362293532405,2160,6.851851851851852,0.28033244713424743,-4.702334926064173,20,0,0,0,-962.2995654439292,-125.3252408646058,-507.85217201493043,0,1594
15000,4,5.0,both_hypothetical_borrow,base,1046.327094372592,-13953.672905627409,-93.02448603751606,-79.9092083999293,93.02448603751606,9446,6.5001058649163665,0.17040823282550088,-1.477204415162757,20,0,0,0,-2257.7839643067564,-72.58495404041037,-697.6836452813703,0,6697
15000,4,5.0,both_hypothetical_borrow,top20_rvol,841.1193144405647,-14158.880685559436,-94.39253790372956,-82.38620312510952,94.39253790372956,3804,5.126182965299685,0.20571937465530382,-3.7221032296423298,20,0,0,0,-2142.312034577586,-148.17103228652695,-707.9440342779718,0,3014
15000,4,5.0,long_only,base,3423.3747457638997,-11576.6252542361,-77.17750169490733,-58.95399637508636,77.17750169490733,6979,7.3219658976930795,0.19397167067793838,-1.6587799475907856,20,0,0,0,-1202.6987885032886,-142.9588195362885,-578.831262711805,0,4898
15000,4,5.0,long_only,top20_rvol,3766.4824316630456,-11233.517568336954,-74.89011712224635,-56.52168287033301,74.89011712224635,2143,5.459636024265048,0.2008847305595726,-5.241958734641602,20,0,0,0,-1140.0519131101591,-144.61334427238216,-561.6758784168478,0,1668
20000,1,0.0,both_hypothetical_borrow,base,9297.602984796044,-10702.397015203956,-53.511985076019776,-36.97703280476331,53.511985076019776,11279,10.00975263764518,0.23072642403160326,-0.9488781820377669,20,0,0,0,-855.8759921428573,-106.35569428571398,-535.1198507601978,0,6621
20000,1,0.0,both_hypothetical_borrow,top20_rvol,11662.981567624203,-8337.018432375797,-41.68509216187898,-27.751301619477744,41.68910853278197,4204,8.51569933396765,0.45061674446553746,-1.9831157070351557,20,1,0,0,-744.0836876780268,11.649766428574367,-416.8509216187898,0,2928
20000,1,0.0,long_only,base,13655.218139805713,-6344.781860194287,-31.72390930097143,-20.547066000758395,31.72390930097143,6557,10.660362970870825,0.2597031241366019,-0.9676348726848084,20,0,0,0,-555.5774064285797,-24.408442142856074,-317.23909300971434,0,3739
20000,1,0.0,long_only,top20_rvol,14833.803115893314,-5166.196884106686,-25.830984420533433,-16.48198681111982,25.830984420533433,2145,8.531468531468532,0.38873239219752387,-2.408483395853919,20,0,0,0,-436.0347820137613,-13.568444285716396,-258.30984420533434,0,1469
20000,1,2.5,both_hypothetical_borrow,base,8477.352903486495,-11522.647096513505,-57.613235482567525,-40.38944117741566,57.613235482567525,10914,8.347077148616457,0.1793892730933202,-1.0557675551139363,20,0,0,0,-949.8140869754934,-135.15190146351597,-576.1323548256753,0,7062
20000,1,2.5,both_hypothetical_borrow,top20_rvol,9947.891211166478,-10052.108788833522,-50.260543944167615,-34.35603505002928,50.260543944167615,4166,6.913106096975516,0.3469333914714199,-2.4128921720675716,20,0,0,0,-830.2099405421941,-148.77972310078985,-502.60543944167614,0,3094
20000,1,2.5,long_only,base,12860.896971679815,-7139.103028320185,-35.69551514160093,-23.365797418449574,35.69551514160093,6451,8.835839404743451,0.19645807568215418,-1.1066661026693816,20,0,0,0,-610.4143829167078,-46.51235392566741,-356.95515141600924,0,4096
20000,1,2.5,long_only,top20_rvol,13698.322024599298,-6301.677975400702,-31.508389877003506,-20.395997710601343,31.508389877003506,2139,6.91912108461898,0.2884763221601805,-2.9460860100049975,20,0,0,0,-481.84934063138644,-62.939796243448654,-315.0838987700351,0,1571
20000,1,5.0,both_hypothetical_borrow,base,7817.866179649147,-12182.133820350853,-60.910669101754266,-43.22930520575012,60.910669101754266,10534,6.683121321435352,0.13871105082881666,-1.1564584982296249,20,0,0,0,-1060.2426044335007,-161.0784615071898,-609.1066910175426,0,7421
20000,1,5.0,both_hypothetical_borrow,top20_rvol,8289.837483348949,-11710.162516651051,-58.55081258325525,-41.18769568186582,58.55081258325525,4133,5.5165739172513915,0.24480366840424367,-2.8333323292163266,20,0,0,0,-960.6844357777882,-162.16872618186244,-585.5081258325525,0,3252
20000,1,5.0,long_only,base,12248.274511202946,-7751.725488797054,-38.75862744398527,-25.58728999935648,38.75862744398527,6306,7.1360608943863,0.15217092672216279,-1.2292618916582707,20,0,0,0,-659.5850008720336,-68.16010273551001,-387.5862744398527,0,4350
20000,1,5.0,long_only,top20_rvol,12801.52956462952,-7198.47043537048,-35.99235217685241,-23.57920800619384,35.99235217685241,2137,5.5217594759007955,0.22567022526917918,-3.368493418516829,20,0,0,0,-518.4458899315614,-70.22858625735535,-359.923521768524,0,1655
20000,4,0.0,both_hypothetical_borrow,base,2600.254006911827,-17399.745993088174,-86.99872996544087,-70.75988662507362,86.99872996544087,13642,10.65093094854127,0.37079869110920277,-1.275454185096626,20,0,0,0,-1795.6995476637458,-195.6449714808041,-869.9872996544087,0,8069
20000,4,0.0,both_hypothetical_borrow,top20_rvol,4362.956325011084,-15637.043674988916,-78.18521837494458,-60.056134459080354,78.21375113570299,4262,8.564054434537775,0.4655234341015408,-3.6689450199410882,20,0,0,0,-1941.9806082605755,-30.507612857144522,-781.8521837494458,0,2977
20000,4,0.0,long_only,base,8576.824378921361,-11423.175621078639,-57.11587810539319,-39.96883933683141,57.12010648862951,7957,11.411335930627121,0.4395988646629965,-1.4356133745228903,20,1,0,0,-1121.274114192689,9.413360571797966,-571.158781053932,0,4602
20000,4,0.0,long_only,top20_rvol,8891.875742814394,-11108.124257185606,-55.540621285928026,-38.649300586407676,55.540621285928026,2168,8.71771217712177,0.420775428584899,-5.123673550362365,20,2,0,0,-1137.6111908831517,34.012993571424886,-555.4062128592802,0,1488
20000,4,2.5,both_hypothetical_borrow,base,1628.310039754289,-18371.689960245712,-91.85844980122856,-77.94747279646333,91.85844980122856,12244,8.583796145050638,0.26905538553879005,-1.5004647141657712,20,0,0,0,-2317.9137646132185,-200.1582809962581,-918.5844980122856,0,7983
20000,4,2.5,both_hypothetical_borrow,top20_rvol,2276.180828813823,-17723.819171186176,-88.61909585593088,-73.01414120482362,88.61909585593088,4178,6.821445667783628,0.3267569330631954,-4.242177877258542,20,0,0,0,-2131.5190892416213,-199.0752630663428,-886.1909585593088,0,3119
20000,4,2.5,long_only,base,6104.745558134202,-13895.254441865798,-69.476272209329,-51.09206474656966,69.476272209329,7780,9.254498714652955,0.29954134545205924,-1.7860224218336502,20,0,0,0,-1357.362351116928,-97.46016433470868,-694.76272209329,0,4997
20000,4,2.5,long_only,top20_rvol,6625.70266507164,-13374.29733492836,-66.8714866746418,-48.61755248254609,66.8714866746418,2165,6.882217090069284,0.2873651120571984,-6.1775045426920885,20,0,0,0,-1276.684638657087,-165.33116716225777,-668.714866746418,0,1597
20000,4,5.0,both_hypothetical_borrow,base,1254.2559485489426,-18745.744051451056,-93.72872025725528,-81.1574715798531,93.72872025725528,10963,6.850314694882788,0.19439698512831458,-1.7099100658078121,20,0,0,0,-2868.7887052720253,-118.07264243234226,-937.287202572553,0,7776
20000,4,5.0,both_hypothetical_borrow,top20_rvol,1203.2037559471341,-18796.796244052864,-93.98398122026434,-81.62354028496867,93.98398122026434,4016,5.303784860557769,0.2171244335147288,-4.680477152403599,20,0,0,0,-2824.2433437931722,-230.61793742982536,-939.8398122026432,0,3186
20000,4,5.0,long_only,base,4722.5604923351675,-15277.439507664832,-76.38719753832416,-58.10311411922582,76.38719753832416,7588,7.511860832894043,0.2191981431245397,-2.013368411658516,20,0,0,0,-1531.6701038075407,-189.94995295145782,-763.8719753832415,0,5300
20000,4,5.0,long_only,top20_rvol,5163.758641900753,-14836.241358099247,-74.18120679049623,-55.78593972471209,74.18120679049623,2162,5.504162812210915,0.2093435805933829,-6.86227629884331,20,0,0,0,-1506.415645270161,-194.7310345783335,-741.8120679049623,0,1682
